"protein_id","group_id","membership_weight"
"Q6ZMU5","blue",1
"Q6ZVM7","yellow",1
"Q702N8","grey",1
"Q709C8","grey",1
"Q70IA6","grey",1
"Q712K3","red",1
"Q7KZF4","turquoise",1
"Q7L0Y3","purple",1
"Q7L1Q6","blue",1
"Q7L2H7","turquoise",1
"Q7L5N1","brown",1
"Q7LBR1","brown",1
"Q7Z3D6","grey",1
"Q7Z406","pink",1
"Q7Z434","yellow",1
"Q7Z4H3","grey",1
"Q7Z4W1","black",1
"Q7Z6Z7","grey",1
"Q7Z7F7","grey",1
"Q86SX6","purple",1
"Q86TC9","red",1
"Q86TD4","blue",1
"Q86TP1","grey",1
"Q86TX2","grey",1
"Q86U28","black",1
"Q86UT6","yellow",1
"Q86UX7","greenyellow",1
"Q86V88","brown",1
"Q86VF7","grey",1
"Q86VP6","greenyellow",1
"Q86VS8","turquoise",1
"Q86VU5","turquoise",1
"Q86WU2","black",1
"Q86X55","blue",1
"Q86X76","blue",1
"Q86Y39","yellow",1
"Q86YB7","pink",1
"Q8IUZ5","blue",1
"Q8IVN3","grey",1
"Q8IW45","black",1
"Q8IWA5","greenyellow",1
"Q8IWW8","purple",1
"Q8IWX7","brown",1
"Q8IXJ6","blue",1
"Q8IXM3","turquoise",1
"Q8IYS1","brown",1
"Q8IYU8","grey",1
"Q8IZ83","turquoise",1
"Q8N0U8","turquoise",1
"Q8N0X4","grey",1
"Q8N142","magenta",1
"Q8N1G4","pink",1
"Q8N335","blue",1
"Q8N3D4","brown",1
"Q8N3L3","grey",1
"Q8N3V7","red",1
"Q8N4Q0","grey",1
"Q8N4T8","black",1
"Q8N5K1","grey",1
"Q8N5M1","purple",1
"Q8N5M9","pink",1
"Q8N6M3","blue",1
"Q8N766","grey",1
"Q8N8N7","grey",1
"Q8NB12","red",1
"Q8NBF2","brown",1
"Q8NBN7","black",1
"Q8NBU5","turquoise",1
"Q8NBX0","turquoise",1
"Q8NC51","grey",1
"Q8NCA5","pink",1
"Q8NCN5","black",1
"Q8NDH3","brown",1
"Q8NDY3","brown",1
"Q8NE62","tan",1
"Q8NE71","pink",1
"Q8NE86","yellow",1
"Q8NFV4","purple",1
"Q8NHH9","turquoise",1
"Q8NI37","grey",1
"Q8NI60","blue",1
"Q8TAT6","turquoise",1
"Q8TB37","turquoise",1
"Q8TB45","grey",1
"Q8TBC4","magenta",1
"Q8TBQ9","brown",1
"Q8TC12","green",1
"Q8TCA0","magenta",1
"Q8TCD5","turquoise",1
"Q8TCJ2","tan",1
"Q8TCS8","black",1
"Q8TCT8","pink",1
"Q8TDC0","red",1
"Q8TDX7","blue",1
"Q8TEA8","brown",1
"Q8WTS6","brown",1
"Q8WUD1","turquoise",1
"Q8WUM4","blue",1
"Q8WVI0","purple",1
"Q8WVM8","grey",1
"Q8WW22","blue",1
"Q8WW59","blue",1
"Q8WWV3","blue",1
"Q8WXH0","greenyellow",1
"Q8WY91","grey",1
"Q8WYQ3","purple",1
"Q8WZ42","red",1
"Q8WZA0","blue",1
"Q8WZA9","grey",1
"Q92499","turquoise",1
"Q92506","black",1
"Q92523","yellow",1
"Q92530","blue",1
"Q92552","grey",1
"Q92598","grey",1
"Q92614","pink",1
"Q92616","turquoise",1
"Q92629","grey",1
"Q92696","black",1
"Q92734","brown",1
"Q92841","pink",1
"Q92882","brown",1
"Q92890","blue",1
"Q92905","turquoise",1
"Q92947","purple",1
"Q92973","brown",1
"Q93008","turquoise",1
"Q93034","turquoise",1
"Q93052","tan",1
"Q93084","pink",1
"Q93100","magenta",1
"Q969Q5","grey",1
"Q969X5","grey",1
"Q969Z3","magenta",1
"Q96A26","blue",1
"Q96A32","red",1
"Q96AB3","turquoise",1
"Q96AC1","turquoise",1
"Q96AE4","green",1
"Q96AG3","yellow",1
"Q96AN5","yellow",1
"Q96AQ6","turquoise",1
"Q96BM9","grey",1
"Q96C00","magenta",1
"Q96C01","yellow",1
"Q96C11","grey",1
"Q96C23","turquoise",1
"Q96C90","turquoise",1
"Q96CM8","purple",1
"Q96CN7","blue",1
"Q96CT7","blue",1
"Q96CV9","turquoise",1
"Q96CW1","pink",1
"Q96CX2","green",1
"Q96DA6","blue",1
"Q96DB5","brown",1
"Q96DC8","black",1
"Q96DE0","grey",1
"Q96DG6","turquoise",1
"Q96DH6","pink",1
"Q96DV4","yellow",1
"Q96EY1","yellow",1
"Q96EY7","turquoise",1
"Q96EY8","grey",1
"Q96FJ2","grey",1
"Q96FQ6","green",1
"Q96FV2","turquoise",1
"Q96FW1","brown",1
"Q96FZ7","grey",1
"Q96GG9","turquoise",1
"Q96GK7","black",1
"Q96GX9","yellow",1
"Q96HC4","red",1
"Q96HE7","purple",1
"Q96HN2","blue",1
"Q96HY7","turquoise",1
"Q96I23","turquoise",1
"Q96I99","purple",1
"Q96IU4","blue",1
"Q96IV0","green",1
"Q96IX5","blue",1
"Q96JJ7","green",1
"Q96K17","pink",1
"Q96K76","grey",1
"Q96KP4","brown",1
"Q96L96","brown",1
"Q96MF2","grey",1
"Q96MF6","turquoise",1
"Q96MG2","grey",1
"Q96MW1","grey",1
"Q96NY7","yellow",1
"Q96PE7","black",1
"Q96PU8","green",1
"Q96Q06","magenta",1
"Q96QK1","brown",1
"Q96RP9","grey",1
"Q96RQ3","turquoise",1
"Q96S19","grey",1
"Q96S66","grey",1
"Q99426","brown",1
"Q99436","magenta",1
"Q99447","grey",1
"Q99460","turquoise",1
"Q99471","magenta",1
"Q99497","turquoise",1
"Q99504","brown",1
"Q99536","green",1
"Q99541","purple",1
"Q99584","brown",1
"Q99598","turquoise",1
"Q99613","pink",1
"Q99623","yellow",1
"Q99627","green",1
"Q99643","grey",1
"Q99653","pink",1
"Q99685","grey",1
"Q99714","purple",1
"Q99733","turquoise",1
"Q99735","red",1
"Q99757","turquoise",1
"Q99766","black",1
"Q99798","black",1
"Q99807","black",1
"Q99816","grey",1
"Q99829","turquoise",1
"Q99832","brown",1
"Q99873","grey",1
"Q9BPX5","grey",1
"Q9BQ69","grey",1
"Q9BQA1","blue",1
"Q9BQS8","grey",1
"Q9BR39","turquoise",1
"Q9BRA2","brown",1
"Q9BRC7","magenta",1
"Q9BRF8","turquoise",1
"Q9BRT3","brown",1
"Q9BRX8","blue",1
"Q9BS26","blue",1
"Q9BS40","greenyellow",1
"Q9BS92","black",1
"Q9BSD7","magenta",1
"Q9BSE5","red",1
"Q9BSH4","purple",1
"Q9BSJ8","brown",1
"Q9BSL1","magenta",1
"Q9BT78","blue",1
"Q9BTE6","blue",1
"Q9BTT0","turquoise",1
"Q9BTV4","brown",1
"Q9BTZ2","grey",1
"Q9BU02","black",1
"Q9BU61","purple",1
"Q9BUF5","green",1
"Q9BUJ2","greenyellow",1
"Q9BUK0","black",1
"Q9BUR5","blue",1
"Q9BUT1","purple",1
"Q9BV68","blue",1
"Q9BV79","yellow",1
"Q9BV86","black",1
"Q9BVC6","blue",1
"Q9BVG4","tan",1
"Q9BVK6","green",1
"Q9BVV7","yellow",1
"Q9BW30","brown",1
"Q9BWH2","turquoise",1
"Q9BX68","black",1
"Q9BXB4","blue",1
"Q9BXI3","turquoise",1
"Q9BXK5","black",1
"Q9BXN1","tan",1
"Q9BXT2","grey",1
"Q9BXW6","grey",1
"Q9BXW7","turquoise",1
"Q9BY44","grey",1
"Q9BYD1","turquoise",1
"Q9BYD2","turquoise",1
"Q9BYD6","turquoise",1
"Q9BYT8","turquoise",1
"Q9BYV2","turquoise",1
"Q9BZE1","magenta",1
"Q9BZL1","grey",1
"Q9BZQ8","purple",1
"Q9BZV1","grey",1
"Q9BZZ5","pink",1
"Q9C0C9","red",1
"Q9C0E8","blue",1
"Q9GZP4","greenyellow",1
"Q9GZS3","pink",1
"Q9GZT3","yellow",1
"Q9GZT8","blue",1
"Q9GZV1","brown",1
"Q9GZZ1","magenta",1
"Q9H061","turquoise",1
"Q9H074","brown",1
"Q9H0E2","green",1
"Q9H0N5","grey",1
"Q9H0P0","magenta",1
"Q9H0R4","tan",1
"Q9H0U4","blue",1
"Q9H0W9","blue",1
"Q9H0Z9","blue",1
"Q9H1C7","grey",1
"Q9H1E5","brown",1
"Q9H1K1","yellow",1
"Q9H1R3","magenta",1
"Q9H223","grey",1
"Q9H299","green",1
"Q9H2G2","black",1
"Q9H2H8","brown",1
"Q9H2J4","blue",1
"Q9H2U2","black",1
"Q9H2W6","blue",1
"Q9H3H3","blue",1
"Q9H3K2","grey",1
"Q9H3K6","grey",1
"Q9H3N1","brown",1
"Q9H444","grey",1
"Q9H446","tan",1
"Q9H477","turquoise",1
"Q9H479","magenta",1
"Q9H488","grey",1
"Q9H4A4","blue",1
"Q9H4M9","green",1
"Q9H6F2","turquoise",1
"Q9H6K4","black",1
"Q9H7C4","brown",1
"Q9H7C9","magenta",1
"Q9H7Z7","black",1
"Q9H845","red",1
"Q9H8H3","yellow",1
"Q9H8M1","blue",1
"Q9H8Y8","tan",1
"Q9H910","grey",1
"Q9H987","red",1
"Q9H993","blue",1
"Q9H9B4","grey",1
"Q9H9J2","turquoise",1
"Q9H9P8","purple",1
"Q9H9S4","blue",1
"Q9HA65","blue",1
"Q9HA77","grey",1
"Q9HAB8","greenyellow",1
"Q9HB71","brown",1
"Q9HB90","grey",1
"Q9HBH5","turquoise",1
"Q9HBI1","turquoise",1
"Q9HBL0","red",1
"Q9HBL7","yellow",1
"Q9HC38","brown",1
"Q9HCC0","purple",1
"Q9HCP6","red",1
"Q9HCU5","grey",1
"Q9HD33","grey",1
"Q9HDC5","red",1
"Q9HDC9","brown",1
"Q9NNW7","grey",1
"Q9NP72","grey",1
"Q9NP74","brown",1
"Q9NP79","grey",1
"Q9NP81","grey",1
"Q9NP97","pink",1
"Q9NP98","red",1
"Q9NPH2","tan",1
"Q9NPJ3","turquoise",1
"Q9NPL8","turquoise",1
"Q9NPQ8","turquoise",1
"Q9NQ50","turquoise",1
"Q9NQ88","grey",1
"Q9NQC3","turquoise",1
"Q9NQE9","black",1
"Q9NQP4","grey",1
"Q9NQR4","grey",1
"Q9NQW7","grey",1
"Q9NQX3","yellow",1
"Q9NQY0","grey",1
"Q9NR12","red",1
"Q9NR19","yellow",1
"Q9NR28","black",1
"Q9NR31","blue",1
"Q9NR45","green",1
"Q9NR56","turquoise",1
"Q9NRG4","yellow",1
"Q9NRG7","turquoise",1
"Q9NRP0","pink",1
"Q9NRV9","greenyellow",1
"Q9NRX4","brown",1
"Q9NRY5","greenyellow",1
"Q9NS69","pink",1
"Q9NS86","greenyellow",1
"Q9NSD9","pink",1
"Q9NSE4","black",1
"Q9NSK7","grey",1
"Q9NT62","blue",1
"Q9NTG7","turquoise",1
"Q9NTJ4","yellow",1
"Q9NTK5","turquoise",1
"Q9NTM9","magenta",1
"Q9NTX5","turquoise",1
"Q9NUJ1","turquoise",1
"Q9NUQ8","grey",1
"Q9NUQ9","turquoise",1
"Q9NUU7","blue",1
"Q9NVA2","tan",1
"Q9NVD7","tan",1
"Q9NVE7","blue",1
"Q9NVH6","purple",1
"Q9NVI7","yellow",1
"Q9NVJ2","brown",1
"Q9NVS9","magenta",1
"Q9NWU1","purple",1
"Q9NWU5","yellow",1
"Q9NWV4","blue",1
"Q9NX14","yellow",1
"Q9NX40","yellow",1
"Q9NX46","blue",1
"Q9NX63","yellow",1
"Q9NXA8","black",1
"Q9NXJ5","black",1
"Q9NY33","black",1
"Q9NY65","purple",1
"Q9NYL2","blue",1
"Q9NYU2","tan",1
"Q9NZ01","red",1
"Q9NZ08","grey",1
"Q9NZ45","black",1
"Q9NZA1","blue",1
"Q9NZJ6","purple",1
"Q9NZL4","grey",1
"Q9NZL9","blue",1
"Q9NZM1","grey",1
"Q9NZN4","turquoise",1
"Q9NZQ9","red",1
"Q9NZU5","magenta",1
"Q9P003","grey",1
"Q9P032","black",1
"Q9P0J0","yellow",1
"Q9P0J1","magenta",1
"Q9P0L0","blue",1
"Q9P0P8","yellow",1
"Q9P0S9","turquoise",1
"Q9P0U1","turquoise",1
"Q9P2J5","brown",1
"Q9P2R7","black",1
"Q9UBB4","turquoise",1
"Q9UBC2","blue",1
"Q9UBF6","brown",1
"Q9UBF9","red",1
"Q9UBG0","blue",1
"Q9UBI6","grey",1
"Q9UBQ0","black",1
"Q9UBQ5","blue",1
"Q9UBQ7","grey",1
"Q9UBT2","green",1
"Q9UBW8","magenta",1
"Q9UBX5","tan",1
"Q9UBY9","grey",1
"Q9UDT6","grey",1
"Q9UDW1","blue",1
"Q9UDX5","yellow",1
"Q9UDY4","red",1
"Q9UFN0","green",1
"Q9UG63","pink",1
"Q9UHA4","greenyellow",1
"Q9UHD1","turquoise",1
"Q9UHD8","tan",1
"Q9UHG3","blue",1
"Q9UHP9","blue",1
"Q9UHQ4","grey",1
"Q9UHQ9","brown",1
"Q9UHV9","grey",1
"Q9UHY7","magenta",1
"Q9UI09","yellow",1
"Q9UI12","turquoise",1
"Q9UI30","turquoise",1
"Q9UIA9","purple",1
"Q9UIC8","purple",1
"Q9UIJ7","black",1
"Q9UIQ6","grey",1
"Q9UJ70","green",1
"Q9UJS0","yellow",1
"Q9UJW0","pink",1
"Q9UJY1","red",1
"Q9UJZ1","grey",1
"Q9UKG1","magenta",1
"Q9UKS6","brown",1
"Q9UKU7","purple",1
"Q9UKV8","grey",1
"Q9UKX2","red",1
"Q9UKX3","red",1
"Q9UKY7","grey",1
"Q9UL25","turquoise",1
"Q9UL46","turquoise",1
"Q9ULA0","turquoise",1
"Q9ULC4","turquoise",1
"Q9ULT8","red",1
"Q9ULX7","grey",1
"Q9UM00","blue",1
"Q9UM22","blue",1
"Q9UM54","black",1
"Q9UMR2","brown",1
"Q9UMS0","purple",1
"Q9UMS6","red",1
"Q9UMX0","blue",1
"Q9UN36","brown",1
"Q9UN37","blue",1
"Q9UNE7","brown",1
"Q9UNM6","turquoise",1
"Q9UNS2","blue",1
"Q9UNZ2","brown",1
"Q9UPR0","magenta",1
"Q9UPY8","brown",1
"Q9UQ13","grey",1
"Q9UQ80","pink",1
"Q9UQ90","grey",1
"Q9UQM7","red",1
"Q9Y224","pink",1
"Q9Y230","blue",1
"Q9Y235","red",1
"Q9Y237","grey",1
"Q9Y241","turquoise",1
"Q9Y262","blue",1
"Q9Y263","turquoise",1
"Q9Y265","brown",1
"Q9Y266","green",1
"Q9Y276","turquoise",1
"Q9Y277","yellow",1
"Q9Y281","grey",1
"Q9Y285","turquoise",1
"Q9Y295","turquoise",1
"Q9Y2B0","blue",1
"Q9Y2H1","grey",1
"Q9Y2J8","brown",1
"Q9Y2Q3","purple",1
"Q9Y2Q5","grey",1
"Q9Y2Q9","pink",1
"Q9Y2R0","blue",1
"Q9Y2R5","blue",1
"Q9Y2S7","yellow",1
"Q9Y2Z0","grey",1
"Q9Y2Z9","turquoise",1
"Q9Y305","turquoise",1
"Q9Y316","brown",1
"Q9Y333","grey",1
"Q9Y371","brown",1
"Q9Y376","turquoise",1
"Q9Y394","brown",1
"Q9Y3A3","pink",1
"Q9Y3A5","turquoise",1
"Q9Y3A6","red",1
"Q9Y3C4","grey",1
"Q9Y3C6","blue",1
"Q9Y3D2","black",1
"Q9Y3D3","turquoise",1
"Q9Y3D6","turquoise",1
"Q9Y3D9","grey",1
"Q9Y3F4","blue",1
"Q9Y3I0","turquoise",1
"Q9Y3I1","greenyellow",1
"Q9Y3U8","pink",1
"Q9Y450","blue",1
"Q9Y490","green",1
"Q9Y4E8","blue",1
"Q9Y4G6","blue",1
"Q9Y4J8","yellow",1
"Q9Y4L1","grey",1
"Q9Y4W6","yellow",1
"Q9Y4Z0","yellow",1
"Q9Y508","blue",1
"Q9Y512","yellow",1
"Q9Y570","blue",1
"Q9Y5J7","blue",1
"Q9Y5K5","blue",1
"Q9Y5L0","grey",1
"Q9Y5L4","blue",1
"Q9Y5M8","blue",1
"Q9Y5P6","black",1
"Q9Y5U8","turquoise",1
"Q9Y5X3","yellow",1
"Q9Y5Y2","turquoise",1
"Q9Y5Z4","brown",1
"Q9Y613","magenta",1
"Q9Y623","red",1
"Q9Y676","grey",1
"Q9Y696","brown",1
"Q9Y6A9","brown",1
"Q9Y6B6","turquoise",1
"Q9Y6C9","yellow",1
"Q9Y6E2","blue",1
"Q9Y6G9","brown",1
"Q9Y6H1","blue",1
"Q9Y6M9","yellow",1
"Q9Y6N5","green",1
"Q9Y6P5","purple",1
